"Id","ChannelId","ChannelValue","TimeStamp"
"1610260","1","78201","2009-11-16 01:59:50"
"1610323","1","79174","2009-11-16 03:00:38"
"1610385","1","79722","2009-11-16 04:01:27"
"1610448","1","80725","2009-11-16 05:02:16"
"1610510","1","81303","2009-11-16 06:03:04"
"1610573","1","82732","2009-11-16 07:03:54"
"1610635","1","83856","2009-11-16 08:04:43"
"1610698","1","84860","2009-11-16 09:05:31"
"1610760","1","85802","2009-11-16 10:06:20"
"1610823","1","86258","2009-11-16 11:07:09"
"1610885","1","86745","2009-11-16 12:07:58"
"1610948","1","87718","2009-11-16 13:08:47"
"1611010","1","88691","2009-11-16 14:09:36"
"1611073","1","89177","2009-11-16 15:10:25"
"1611135","1","90150","2009-11-16 16:11:13"
"1611198","1","91093","2009-11-16 17:12:03"
"1611260","1","91793","2009-11-16 18:12:53"
"1611323","1","93192","2009-11-16 19:13:42"
"1611385","1","94560","2009-11-16 20:14:31"
"1611448","1","95229","2009-11-16 21:15:20"
"1611510","1","95594","2009-11-16 22:16:08"
"1611573","1","96355","2009-11-16 23:17:04"
"1611635","1","97238","2009-11-17 00:17:53"
"1611698","1","98120","2009-11-17 01:18:42"
"1611760","1","99033","2009-11-17 02:19:31"
"1611823","1","99793","2009-11-17 03:20:20"
"1611885","1","100767","2009-11-17 04:21:09"
"1611948","1","101345","2009-11-17 05:21:58"
"1612010","1","102501","2009-11-17 06:22:47"
"1612073","1","103535","2009-11-17 07:23:37"
"1612135","1","104964","2009-11-17 08:24:26"
"1612198","1","105693","2009-11-17 09:25:14"
"1612260","1","106454","2009-11-17 10:26:03"
"1612323","1","107458","2009-11-17 11:26:52"
"1612385","1","108096","2009-11-17 12:27:41"
"1612448","1","108431","2009-11-17 13:28:30"
"1612510","1","109435","2009-11-17 14:29:19"
"1612573","1","110438","2009-11-17 15:30:08"
"1612635","1","110986","2009-11-17 16:30:57"
"1612698","1","111868","2009-11-17 17:31:46"
"1612760","1","113298","2009-11-17 18:32:35"
"1612823","1","114697","2009-11-17 19:33:24"
"1612885","1","115670","2009-11-17 20:34:12"
"1612948","1","115670","2009-11-17 21:35:01"
"1613010","1","115670","2009-11-17 22:35:50"
"1613073","1","115852","2009-11-17 23:36:49"
"1613135","1","117008","2009-11-18 00:37:39"
"1613198","1","119076","2009-11-18 01:38:28"
"1613260","1","120079","2009-11-18 02:39:17"
"1613323","1","121083","2009-11-18 03:40:06"
"1613385","1","121722","2009-11-18 04:40:55"
"1613448","1","122787","2009-11-18 05:41:44"
"1613510","1","123973","2009-11-18 06:42:33"
"1613573","1","124977","2009-11-18 07:43:22"
"1613635","1","126132","2009-11-18 08:44:11"
"1613698","1","127044","2009-11-18 09:44:59"
"1613760","1","127622","2009-11-18 10:45:48"
"1613823","1","128352","2009-11-18 11:46:37"
"1613885","1","129021","2009-11-18 12:47:26"
"1613948","1","130146","2009-11-18 13:48:15"
"1614010","1","131271","2009-11-18 14:49:03"
"1614073","1","132031","2009-11-18 15:49:52"
"1614135","1","133248","2009-11-18 16:50:41"
"1614198","1","134433","2009-11-18 17:51:30"
"1614260","1","135863","2009-11-18 18:52:19"
"1614323","1","136836","2009-11-18 19:53:09"
"1614385","1","138023","2009-11-18 20:53:58"
"1614448","1","138783","2009-11-18 21:54:47"
"1614510","1","140000","2009-11-18 22:55:37"
"1614573","1","141126","2009-11-18 23:56:27"
"1614635","1","141856","2009-11-19 00:57:19"
"1614698","1","143072","2009-11-19 01:58:08"
"1614760","1","144136","2009-11-19 02:58:57"
"1614823","1","144805","2009-11-19 03:59:46"
"1614885","1","145930","2009-11-19 05:00:36"
"1614948","1","146994","2009-11-19 06:01:25"
"1615010","1","147602","2009-11-19 07:02:14"
"1615073","1","148576","2009-11-19 08:03:04"
"1615135","1","149275","2009-11-19 09:03:53"
"1615198","1","150370","2009-11-19 10:04:43"
"1615260","1","151465","2009-11-19 11:05:32"
"1615323","1","152225","2009-11-19 12:06:21"
"1615385","1","152529","2009-11-19 13:07:10"
"1615448","1","153593","2009-11-19 14:07:59"
"1615510","1","154657","2009-11-19 15:08:48"
"1615573","1","154657","2009-11-19 16:09:38"
"1615635","1","155721","2009-11-19 17:10:27"
"1615698","1","156329","2009-11-19 18:11:16"
"1615760","1","156998","2009-11-19 19:12:04"
"1615823","1","158398","2009-11-19 20:12:53"
"1615885","1","158550","2009-11-19 21:13:42"
"1615948","1","159402","2009-11-19 22:14:32"
"1616010","1","160897","2009-11-19 23:15:27"
"1616073","1","161323","2009-11-20 00:16:18"
